code,name,city,country,timezone,city_code
MAG,Madang Airport,,PG,Pacific/Port_Moresby,MAG
MAH,Menorca Airport,Sant Lluis,ES,Europe/Madrid,MAH
MAI,Mangochi,Mangochi,MW,Africa/Blantyre,MAI
MAJ,Amata Kabua International Airport,Majuro,MH,Pacific/Majuro,MAJ
MAK,Malakal,Malakal,SS,Africa/Juba,MAK
MAL,Mangole,,ID,Asia/Jayapura,MAL
MAM,Matamoros Airport,Heroica Matamoros,MX,America/Matamoros,MAM
MAN,Manchester Airport,Ringway,GB,Europe/London,MAN
MAO,Eduardo Gomes International Airport,,BR,America/Manaus,MAO
MAP,Mamai,,PG,Pacific/Port_Moresby,MAP
MAQ,Mae Sot Airport,Mae Sot,TH,Asia/Bangkok,MAQ
MAR,La Chinita Airport,San Francisco,VE,America/Caracas,MAR
MAS,Momote Airport,Lorengau,PG,Pacific/Port_Moresby,MAS
MAT,Matadi,Matadi,CD,Africa/Kinshasa,MAT
MAU,Maupiti,Vaitape,PF,Pacific/Tahiti,MAU
MAV,Maloelap Island,Taroa,MH,Pacific/Majuro,MAV
MAW,Malden,Malden,US,America/Chicago,MAW
MAX,Matam,Ouro Sogui,SN,Africa/Dakar,MAX
MAY,Mangrove Cay,,BS,America/Nassau,MAY
MAZ,Eugenio M. De Hostos Airport,Anasco,PR,America/Puerto_Rico,MAZ
MBA,Moi International Airport,Mombasa,KE,Africa/Nairobi,MBA
MBB,Marble Bar,,AU,Australia/Perth,MBB
MBC,Mbigou,Mbigou,GA,Africa/Libreville,MBC
MBD,Mmabatho International Airport,Mmabatho,ZA,Africa/Johannesburg,MBD
MBE,Monbetsu Airport,Mombetsu,JP,Asia/Tokyo,MBE
MBF,Mount Buffalo,,AU,Australia/Melbourne,MBF
MBG,Mobridge,Mobridge,US,America/Chicago,MBG
MBH,Maryborough,Maryborough,AU,Australia/Brisbane,MBH
MBI,Mbeya Airport,Mbeya,TZ,Africa/Dar_es_Salaam,MBI
MBJ,Sangster International Airport,Montego Bay,JM,America/Jamaica,MBJ
MBK,Matupa,Alta Floresta,BR,America/Cuiaba,MBK
MBL,Blacker Airport,Manistee,US,America/Detroit,MBL
MBM,Mkambati,Bizana,ZA,Africa/Johannesburg,MBM
MBN,Mt Barnett,,AU,Australia/Perth,MBN
MBO,Mamburao,Mamburao,PH,Asia/Manila,MBO
MBP,Moyobamba,Yorongos,PE,America/Lima,MBP
MBQ,Mbarara,Mbarara,UG,Africa/Kampala,MBQ
MBR,Mbout,,MR,Africa/Nouakchott,MBR
MBS,MBS International Airport,Freeland,US,America/Detroit,MBS
MBT,Masbate Airport,Tumalaytay,PH,Asia/Manila,MBT
MBU,Mbambanakira,,SB,Pacific/Guadalcanal,MBU
MBV,Masa,,PG,Pacific/Port_Moresby,MBV
MBW,Moorabbin,Heatherton,AU,Australia/Melbourne,MEL
MBX,Maribor International Airport,Maribor,SI,Europe/Ljubljana,MBX
MBY,Moberly,Moberly,US,America/Chicago,MBY
MBZ,Maues,Maues,BR,America/Manaus,MBZ
MCA,Macenta,Macenta,GN,Africa/Conakry,MCA
MCB,Pike County,Magnolia,US,America/Chicago,MCB
MCC,Mcclellan AFB,North Highlands,US,America/Los_Angeles,SAC
MCD,Mackinac Island,Saint Ignace,US,America/Detroit,MCD
MCE,Merced Municipal Airport,,US,America/Los_Angeles,MCE
MCF,Mac Dill AFB,,US,America/New_York,TPA
MCG,McGrath Airport,,US,America/Anchorage,MCG
MCH,Machala,Puerto Bolivar,EC,America/Guayaquil,MCH
MCI,Kansas City International Airport,Weatherby Lake,US,America/Chicago,MKC
MCJ,Maicao,Maicao,CO,America/Bogota,MCJ
MCK,Mc Cook Airport,McCook,US,America/Chicago,MCK
MCL,Mt Mckinley,,US,America/Anchorage,MCL
MCM,Fontvieille Heliport,Monaco,MC,Europe/Monaco,MCM
MCN,Lewis B Wilson,,US,America/New_York,MCN
MCO,Orlando International Airport,Taft,US,America/New_York,ORL
MCP,Macapa International Airport,Macapa,BR,America/Belem,MCP
MCQ,Miskolc,Arnot,HU,Europe/Budapest,MCQ
MCR,Melchor De Menco,Chiquinival,GT,America/Guatemala,MCR
MCS,Monte Caseros,Monte Caseros,AR,America/Argentina/Cordoba,MCS
MCT,Muscat International Airport,Bawshar,OM,Asia/Muscat,MCT
MCU,Gueret (Lepaud),Montlucon,FR,Europe/Paris,MCU
MCV,Mcarthur River Airport,,AU,Australia/Darwin,MCV
MCW,Mason City Airport,Clear Lake,US,America/Chicago,MCW
MCX,Makhachkala Airport,Kaspiysk,RU,Europe/Moscow,MCX
MCY,Sunshine Coast Airport,Coolum Beach,AU,Australia/Brisbane,MCY
MCZ,Maceio-Zumbi dos Palmares International Airport,Satuba,BR,America/Maceio,MCZ
MDA,Martindale Army Heliport,,US,America/Chicago,SAT
MDB,Melinda,Dangriga,BZ,America/Belize,MDB
MDC,Sam Ratulangi International Airport,Tatelu,ID,Asia/Makassar,MDC
MDD,Airpark,Midland,US,America/Chicago,MAF
MDE,Jose Maria Cordova International Airport,Rionegro,CO,America/Bogota,MDE
MDF,Medford,Medford,US,America/Chicago,MDF
MDG,Mudanjiang Airport,Xinglong,CN,Asia/Shanghai,MDG
MDH,Southern Illinois,De Soto,US,America/Chicago,MDH
MDI,Makurdi,Makurdi,NG,Africa/Lagos,MDI
MDJ,City-county,Warm Springs,US,America/Los_Angeles,MDJ
MDK,Mbandaka,Mbandaka,CD,Africa/Kinshasa,MDK
MDL,Mandalay International Airport,,MM,Asia/Rangoon,MDL
MDM,Munduku,,PG,Pacific/Port_Moresby,MDM
MDN,Jefferson Proving Grd,Madison,US,America/Indiana/Indianapolis,MDN
MDO,Intermediate,,US,America/Anchorage,MDO
MDP,Mindiptana,,ID,Asia/Jayapura,MDP
MDQ,Mar Del Plata Airport,,AR,America/Argentina/Buenos_Aires,MDQ
MDR,Medfra,,US,America/Anchorage,MDR
MDS,Middle Caicos,,TC,America/Grand_Turk,MDS
MDT,Harrisburg International Airport,Middletown,US,America/New_York,HAR
MDU,Mendi Airport,,PG,Pacific/Port_Moresby,MDU
MDV,Medouneu,,GA,Africa/Libreville,MDV
MDW,Chicago Midway International Airport,Stickney,US,America/Chicago,CHI
MDX,Mercedes,Mercedes,AR,America/Argentina/Cordoba,MDX
MDY,Sand Island Field,,UM,Pacific/Midway,MDY
MDZ,El Plumerillo International Airport,Las Heras,AR,America/Argentina/Mendoza,MDZ
MEA,Macae,Macae,BR,America/Sao_Paulo,MEA
MEB,Essendon Airport,Niddrie,AU,Australia/Melbourne,MEL
MEC,Manta Airport,Manta,EC,America/Guayaquil,MEC
MED,Prince Mohammad Bin Abdulaziz International Airport,Medina,SA,Asia/Riyadh,MED
MEE,Mare Airport,,NC,Pacific/Noumea,MEE
MEF,Melfi,Melfi,TD,Africa/Ndjamena,MEF
MEG,Malange,Malanje,AO,Africa/Luanda,MEG
MEH,Mehamn Airport,Mehamn,NO,Europe/Oslo,MEH
MEI,Key Field,Meridian,US,America/Chicago,MEI
MEJ,Meadville,Meadville,US,America/New_York,MEJ
MEK,Meknes,Meknes,MA,Africa/Casablanca,MEK
MEL,Tullamarine Airport,Attwood,AU,Australia/Melbourne,MEL
MEM,Memphis International Airport,Southaven,US,America/Chicago,MEM
MEN,Brenoux,Mende,FR,Europe/Paris,MEN
MEO,Dare County Regional,Manteo,US,America/New_York,MEO
MEP,Mersing,Mersing,MY,Asia/Kuala_Lumpur,MEP
MEQ,Seunagan,Meulaboh,ID,Asia/Jakarta,MEQ
MER,Castle AFB,Merced,US,America/Los_Angeles,MCE
MES,Polonia,Medan,ID,Asia/Jakarta,MES
MET,Moreton,,AU,Australia/Brisbane,MET
MEU,Monte Dourado,Almeirim,BR,America/Santarem,MEU
MEV,Douglas County,Minden,US,America/Los_Angeles,MEV
MEW,Mweka,Mweka,CD,Africa/Lubumbashi,MEW
MEX,Benito Juarez International Airport,Venustiano Carranza,MX,America/Mexico_City,MEX
MEY,Meghauli,Bharatpur,NP,Asia/Kathmandu,MEY
MEZ,Messina,,ZA,Africa/Johannesburg,MEZ
MFA,Mafia,Kilindoni,TZ,Africa/Dar_es_Salaam,MFA
MFB,Monfort,,CO,America/Bogota,MFB
MFC,Mafeteng,Mafeteng,LS,Africa/Maseru,MFC
MFD,Lahm Municipal,Lincoln Heights,US,America/New_York,MFD
MFE,McAllen International Airport,McAllen,US,America/Chicago,MFE
MFF,Moanda,Moanda,GA,Africa/Libreville,MFF
MFG,Muzaffarabad,Muzaffarabad,PK,Asia/Karachi,MFG
MFH,Mesquite,Mesquite,US,America/Los_Angeles,MFH
MFI,Municipal,Marshfield,US,America/Chicago,MFI
MFJ,Moala,,FJ,Pacific/Fiji,MFJ
MFK,Matsu Beigan Airport,Nangan,TW,Asia/Taipei,MFK
MFL,Mount Full Stop,,AU,Australia/Brisbane,MFL
MFM,Macau International Airport,,MO,Asia/Macau,MFM
MFN,Milford Sound,,NZ,Pacific/Auckland,MFN
MFO,Manguna,,PG,Pacific/Port_Moresby,MFO
MFP,Manners Creek,,AU,Australia/Darwin,MFP
MFQ,Maradi,Maradi,NE,Africa/Niamey,MFQ
MFR,Rogue Valley International-Medford Airport,Medford,US,America/Los_Angeles,MFR
MFS,Miraflores,Miraflores,CO,America/Bogota,MFS
MFT,Machu Picchu,Santa Teresa,PE,America/Lima,MFT
MFU,Mfuwe,Chipata,ZM,Africa/Lusaka,MFU
MFV,Accomack County,Onancock,US,America/New_York,MFV
MFW,Magaruque,,MZ,Africa/Maputo,MFW
MFX,Meribel,Meribel,FR,Europe/Paris,MFX
MFY,Mayfa'ah,Al Wuday`,YE,Asia/Aden,MFY
MFZ,Mesalia,,PG,Pacific/Port_Moresby,MFZ
MGA,Augusto C Sandino International Airport,Managua,NI,America/Managua,MGA
MGB,Mount Gambier Airport,Mount Gambier,AU,Australia/Adelaide,MGB
MGC,Michigan City Airport,Trail Creek,US,America/Chicago,MGC
MGD,Magdalena,,BO,America/La_Paz,MGD
MGE,Dobbins AFB,,US,America/New_York,MGE
MGF,Regional De Maringa,Maringa,BR,America/Sao_Paulo,MGF
MGG,Margarima,,PG,Pacific/Port_Moresby,MGG
MGH,Margate Airport,Margate,ZA,Africa/Johannesburg,MGH
MGI,Aransas National Wildlife Refuge,Port O'Connor,US,America/Chicago,MGI
MGJ,Orange County,Montgomery,US,America/New_York,MGJ
MGK,Mong Ton,,MM,Asia/Rangoon,MGK
MGL,Moenchen-gl. - Dus Exp,Krefeld,DE,Europe/Berlin,DUS
MGM,Montgomery Regional Airport,,US,America/Chicago,MGM
MGN,Baracoa,Magangue,CO,America/Bogota,MGN
MGO,Manega,Fougamou,GA,Africa/Libreville,MGO
MGP,Manga,,PG,Pacific/Port_Moresby,MGP
MGQ,Mogadishu International Airport,Mogadishu,SO,Africa/Mogadishu,MGQ
MGR,Moultrie Municipal,,US,America/New_York,MGR
MGS,Mangaia Island,,CK,Pacific/Rarotonga,MGS
MGT,Milingimbi,,AU,Australia/Darwin,MGT
MGU,Manaung,Sittwe,MM,Asia/Rangoon,MGU
MGV,Margaret River,,AU,Australia/Perth,MGV
MGW,Morgantown Airport,Brookhaven,US,America/New_York,MGW
MGX,Moabi,,GA,Africa/Libreville,MGX
MGY,Dayton-Wright Brothers Airport,Union,US,America/New_York,DAY
MGZ,Myeik Airport,Myeik,MM,Asia/Rangoon,MGZ
MHA,Mahdia,,GY,America/Guyana,MHA
MHB,Mechanics Bay,,NZ,Pacific/Auckland,AKL
MHC,Mocopulli Airport,,CL,America/Santiago,WCA
MHD,Mashhad International Airport,Mashhad,IR,Asia/Tehran,MHD
MHE,Municipal,Mitchell,US,America/Chicago,MHE
MHF,Morichal,,CO,America/Bogota,MHF
MHG,Mannheim Airport,Mannheim,DE,Europe/Berlin,MHG
MHH,Marsh Harbour International Airport,Marsh Harbour,BS,America/Nassau,MHH
MHI,Musha,Danan,DJ,Africa/Djibouti,MHI
MHK,Manhattan Municipal Airport,Ogden,US,America/Chicago,MHK
MHL,Memorial Municipal,Marshall,US,America/Chicago,MHL
MHM,Intermediate,,US,America/Anchorage,MHM
MHN,Mullen,Mullen,US,America/Denver,MHN
MHO,Mount House,,AU,Australia/Perth,MHO
MHP,Minsk International 1,Syenitsa,BY,Europe/Minsk,MSQ
MHQ,Mariehamn Airport,Mariehamn,AX,Europe/Mariehamn,MHQ
MHR,Mather Airport,,US,America/Los_Angeles,SAC
MHS,Rep,Mount Shasta,US,America/Los_Angeles,MHS
MHT,Manchester Boston Regional Airport,Manchester,US,America/New_York,MHT
MHU,Mount Hotham,Mount Beauty,AU,Australia/Melbourne,MHU
MHV,Kern County,Mojave,US,America/Los_Angeles,MHV
MHW,Monteagudo,Monteagudo,BO,America/La_Paz,MHW
MHX,Manihiki Island,,CK,Pacific/Rarotonga,MHX
MHY,Morehead,,PG,Pacific/Port_Moresby,MHY
MHZ,Mildenhall Airport,Lakenheath,GB,Europe/London,MHZ
MIA,Miami International Airport,Virginia Gardens,US,America/New_York,MIA
MIB,Minot AFB,,US,America/Chicago,MOT
MIC,Crystal,Brooklyn Center,US,America/Chicago,MSP
MID,Manuel Crescencio Rejon International Airport,Itzincab Palomeque,MX,America/Merida,MID
MIE,Delaware County,Muncie,US,America/Indiana/Indianapolis,MIE
MIF,Roy Hurd Memorial,Monahans,US,America/Chicago,MIF
MIG,Mianyang Nanjiao Airport,Mianyang,CN,Asia/Shanghai,MIG
MIH,Mitchell Plateau,,AU,Australia/Perth,MIH
MII,Dr Gastao Vidigal Airport,Marilia,BR,America/Sao_Paulo,MII
MIJ,Mili Island,Mili,MH,Pacific/Majuro,MIJ
MIK,Mikkeli,Mikkeli,FI,Europe/Helsinki,MIK
MIM,Merimbula Airport,Merimbula,AU,Australia/Sydney,MIM
MIN,Minnipa,Streaky Bay,AU,Australia/Adelaide,MIN
MIO,Miami,Miami,US,America/Chicago,MIO
MIP,Mitspeh Ramon,Mitzpe Ramon,IL,Asia/Jerusalem,MIP
MIQ,Simón Bolívar International,,US,America/Chicago,OMA
MIR,Habib Bourguiba International Airport,Sahline,TN,Africa/Tunis,MIR
MIS,Misima Island,,PG,Pacific/Port_Moresby,MIS
MIT,Kern County,Shafter,US,America/Los_Angeles,MIT
MIU,Maiduguri,Maiduguri,NG,Africa/Lagos,MIU
MIV,Millville,Millville,US,America/New_York,MIV
MIW,Municipal,Conrad,US,America/Chicago,MIW
MIX,Miriti,,CO,America/Bogota,MIX
MIY,Mittiebah,,AU,Australia/Darwin,MIY
MIZ,Mainoru,,AU,Australia/Darwin,MIZ
MJA,Manja,,MG,Indian/Antananarivo,MJA
MJB,Mejit Island,Mejit,MH,Pacific/Majuro,MJB
MJC,Man,Man,CI,Africa/Abidjan,MJC
MJD,Mohenjodaro,Dokri,PK,Asia/Karachi,MJD
MJE,Majkin,,MH,Pacific/Majuro,MJE
MJF,Kjaerstad Airport,Mosjoen,NO,Europe/Oslo,MJF
MJG,Mayajigua,Venezuela,CU,America/Havana,MJG
MJI,Mitiga Tripoli Airport,Tagiura,LY,Africa/Tripoli,TIP
MJJ,Moki,,PG,Pacific/Port_Moresby,MJJ
MJK,Shark Bay,,AU,Australia/Perth,MJK
MJL,Mouila,Mouila,GA,Africa/Libreville,MJL
MJM,Mbuji-Mayi,Mbuji-Mayi,CD,Africa/Lubumbashi,MJM
MJN,Amborovy,Mahajanga,MG,Indian/Antananarivo,MJN
MJO,Mount Etjo Lodge,,NA,Africa/Windhoek,MJO
MJP,Manjimup,Manjimup,AU,Australia/Perth,MJP
MJQ,Jackson,Jackson,US,America/Chicago,MJQ
MJR,Miramar,Miramar,AR,America/Argentina/Buenos_Aires,MJR
MJS,Maganja Da Costa,Ressano Garcia,MZ,Africa/Maputo,MJS
MJT,Mytilene International Airport,Vareia,GR,Europe/Athens,MJT
MJU,Tampa Padang Airport,Mamuju,ID,Asia/Makassar,MJU
MJV,Murcia-San Javier Airport,San Javier,ES,Europe/Madrid,MJV
MJW,Mahenye,Chiredzi,ZW,Africa/Harare,MJW
MJX,Robert J. Miller,Toms River,US,America/New_York,MJX
MJY,Mangunjaya,Babat,ID,Asia/Jakarta,MJY
MJZ,Mirnyj Airport,Mirny,RU,Asia/Yakutsk,MJZ
MKA,Marianske Lazne,Marianske Lazne,CZ,Europe/Prague,MKA
MKB,Mekambo,,GA,Africa/Libreville,MKB
MKC,Charles B. Wheeler Downtown Airport,Kansas City,US,America/Chicago,MKC
MKE,General Mitchell International Airport,Saint Francis,US,America/Chicago,MKE
MKF,Mckenna AAF,Columbus,US,America/New_York,CSG
MKG,Muskegon Airport,Norton Shores,US,America/Detroit,MKG
MKH,Mokhotlong,,LS,Africa/Maseru,MKH
MKI,Mboki,Obo,CF,Africa/Bangui,MKI
MKJ,Makoua,Makoua,CG,Africa/Brazzaville,MKJ
MKK,Molokai Airport,Kualapu'u,US,Pacific/Honolulu,MKK
MKL,Mckellar Airport,Jackson,US,America/Chicago,MKL
MKM,Mukah Airport,,MY,Asia/Kuching,MKM
MKN,Malekolon,,PG,Pacific/Port_Moresby,MKN
MKO,Davis Field,Muskogee,US,America/Chicago,MKO
MKP,Makemo,,PF,Pacific/Tahiti,MKP
MKQ,Mopah Airport,,ID,Asia/Jayapura,MKQ
MKR,Meekatharra,,AU,Australia/Perth,MKR
MKS,Mekane Selam,Debre Tabor,ET,Africa/Addis_Ababa,MKS
MKT,Municipal,Eagle Lake,US,America/Chicago,MKT
MKU,Makokou,Makokou,GA,Africa/Libreville,MKU
MKV,Mt Cavenagh,,AU,Australia/Darwin,MKV
MKW,Rendani Airport,Manokwari,ID,Asia/Jayapura,MKW
MKY,Mackay Airport,Mackay,AU,Australia/Brisbane,MKY
MKZ,Malacca International Airport,Batu Berendam,MY,Asia/Kuala_Lumpur,MKZ
MLA,Malta International Airport,Luqa,MT,Europe/Malta,MLA
MLB,Orlando Melbourne International Airport,Melbourne,US,America/New_York,MLB
MLC,Mc Alester,McAlester,US,America/Chicago,MLC
MLD,Malad City,Malad City,US,America/Boise,MLD
MLE,Male International Airport,Male,MV,Indian/Maldives,MLE
MLF,Milford,Milford,US,America/Denver,MLF
MLG,Abdul Rachman Saleh Airport,Singosari,ID,Asia/Jakarta,MLG
MLH,EuroAirport Basel-Mulhouse-Freiburg,Hesingue,CH,Europe/Zurich,EAP
MLI,Quad City International Airport,Coal Valley,US,America/Chicago,MLI
MLJ,Baldwin County,Milledgeville,US,America/New_York,MLJ
MLK,Malta,Malta,US,America/Denver,MLK
MLL,Marshall Don Hunter Sr. Airport,,US,America/Anchorage,MLL
MLM,Morelia Airport,Alvaro Obregon,MX,America/Mexico_City,MLM
MLN,Melilla Airport,Melilla,ES,Africa/Ceuta,MLN
MLO,Milos Airport,Adamas,GR,Europe/Athens,MLO
MLP,Malabang,Malabang,PH,Asia/Manila,MLP
MLQ,Malalaua,,PG,Pacific/Port_Moresby,MLQ
MLR,Millicent,Millicent,AU,Australia/Adelaide,MLR
MLS,Municipal,Miles City,US,America/Denver,MLS
MLT,Millinocket,Millinocket,US,America/New_York,MLT
MLU,Monroe Regional Airport,Lakeshore,US,America/Chicago,MLU
MLV,Merluna,,AU,Australia/Brisbane,MLV
MLW,Sprigg Payne,Monrovia,LR,Africa/Monrovia,MLW
MLX,Malatya Airport,Yesilyurt,TR,Europe/Istanbul,MLX
MLY,Manley Hot Springs,,US,America/Anchorage,MLY
MLZ,Cerro Largo,Melo,UY,America/Montevideo,MLZ
MMA,Malmö Bulltofta Airport,Arloev,DK,Europe/Stockholm,MMA
MMB,Memanbetsu Airport,Bihoro,JP,Asia/Tokyo,MMB
MMC,Ciudad Mante,Ciudad Mante,MX,America/Monterrey,MMC
MMD,Maridor,,JP,Asia/Tokyo,MMD
MME,Durham Tees Valley Airport,Bishopton,GB,Europe/London,MME
MMF,Mamfe,Mamfe,CM,Africa/Douala,MMF
MMG,Mount Magnet,,AU,Australia/Perth,MMG
MMH,Mammoth Lakes Airport,Mammoth Lakes,US,America/Los_Angeles,MMH
MMI,McMinn County,Decatur,US,America/New_York,MMI
MMJ,Matsumoto Airport,Matsumoto,JP,Asia/Tokyo,MMJ
MMK,Murmansk Airport,Murmashi,RU,Europe/Moscow,MMK
MML,Municipal-Ryan Field,Marshall,US,America/Chicago,MML
MMM,Middlemount,Tieri,AU,Australia/Brisbane,MMM
MMN,Minute Man Airfield,Stow,US,America/New_York,MMN
MMO,Vila Do Maio,Vila do Maio,CV,Atlantic/Cape_Verde,MMO
MMP,Mompos,Mompos,CO,America/Bogota,MMP
MMQ,Mbala,Mbala,ZM,Africa/Lusaka,MMQ
MMR,Camp Maybry AHP,Austin,US,America/Chicago,AUS
MMS,Selfs,Marks,US,America/Chicago,MMS
MMT,Mc Entire ANG Base,Springdale,US,America/New_York,CAE
MMU,Morristown Municipal Airport,Florham Park,US,America/New_York,MMU
MMV,Mal,Lafayette,PG,Pacific/Port_Moresby,MMV
MMW,Moma,Antonio Enes,MZ,Africa/Maputo,MMW
MMX,Malmo Airport,Genarp,SE,Europe/Stockholm,MMA
MMY,Miyako Airport,,JP,Asia/Tokyo,MMY
MMZ,Maimana,Maymana,AF,Asia/Kabul,MMZ
MNA,Melangguane,Lirung,ID,Asia/Makassar,MNA
MNB,Moanda,,CD,Africa/Kinshasa,MNB
MNC,Nacala,Nacala,MZ,Africa/Maputo,MNC
MND,Medina,Medina,CO,America/Bogota,MND
MNE,Mungeranie,,AU,Australia/Adelaide,MNE
MNF,Mana Island Airstrip,,FJ,Pacific/Fiji,MNF
MNG,Maningrida Airport,,AU,Australia/Darwin,MNG
MNH,Minneriya,Kalmunai,LK,Asia/Colombo,MNH
MNI,Bramble Airport,Saint Peters,MS,America/Montserrat,MNI
MNJ,Mananjary,Mananjary,MG,Indian/Antananarivo,MNJ
MNK,Maiana,Tarawa,KI,Pacific/Tarawa,MNK
MNL,Ninoy Aquino International Airport,Makati City,PH,Asia/Manila,MNL
MNM,Menominee,Marinette,US,America/Menominee,MNM
MNN,Municipal,Marion,US,America/New_York,MNN
MNO,Manono,Kabalo,CD,Africa/Lubumbashi,MNO
MNP,Maron,,PG,Pacific/Port_Moresby,MNP
MNQ,Monto,,AU,Australia/Brisbane,MNQ
MNR,Mongu,Mongu,ZM,Africa/Lusaka,MNR
MNS,Mansa,Mansa,ZM,Africa/Lusaka,MNS
MNT,Minto,,US,America/Anchorage,MNT
MNU,Maulmyine,Mawlamyine,MM,Asia/Rangoon,MNU
MNV,Mountain Valley,,AU,Australia/Darwin,MNV
MNW,Macdonald Downs,,AU,Australia/Darwin,MNW
MNX,Manicore,Manicore,BR,America/Manaus,MNX
MNY,Mono,,SB,Pacific/Guadalcanal,MNY
MNZ,Manassas Regional Airport/Harry P. Davis Field,Manassas,US,America/New_York,MNZ
MOA,Orestes Acosta,Moa,CU,America/Havana,MOA
MOB,Mobile Regional Airport,Tillmans Corner,US,America/Chicago,MOB
MOC,Montes Claros Airport,Montes Claros,BR,America/Sao_Paulo,MOC
MOD,Modesto Municipal Airport,Bystrom,US,America/Los_Angeles,MOD
MOE,Momeik,Mogok,MM,Asia/Rangoon,MOE
MOF,Wai Oti Airport,Waioti,ID,Asia/Makassar,MOF
MOG,Mong Hsat,Mae Ai,MM,Asia/Rangoon,MOG
MOH,Maleo Airport,Malili,ID,Asia/Makassar,MOH
MOI,Mitiaro Island,,CK,Pacific/Rarotonga,MOI
MOJ,Moengo,Moengo,SR,America/Paramaribo,MOJ
MOK,Muynak Airport,Muynak,UZ,Asia/Samarkand,MOK
MOL,Molde Airport Aro,Molde,NO,Europe/Oslo,MOL
MOM,Moudjeria,Barkewol,MR,Africa/Nouakchott,MOM
MON,Mount Cook Airport,,NZ,Pacific/Auckland,MON
MOO,Moomba,,AU,Australia/Adelaide,MOO
MOP,Municipal,Mount Pleasant,US,America/Detroit,MOP
MOQ,Morondava Airport,Morondava,MG,Indian/Antananarivo,MOQ
MOR,Moore-Murrell,Morristown,US,America/New_York,MOR
MOS,Intermediate,,US,America/Anchorage,MOS
MOT,Minot International Airport,Minot,US,America/Chicago,MOT
MOU,Mountain Village Airport,,US,America/Anchorage,MOU
MOV,Moranbah Airport,Moranbah,AU,Australia/Brisbane,MOV
MOW,Mpanda Airport,,TZ,Africa/Dar_es_Salaam,MOW
MOX,Municipal,Morris,US,America/Chicago,MOX
MOY,Monterrey,Monterrey,CO,America/Bogota,MOY
MOZ,Temae Airport,Teavaro,PF,Pacific/Tahiti,MOZ
MPA,Mpacha,,NA,Africa/Windhoek,MPA
MPB,Miami Sea Plane Base,,US,America/New_York,MIA
MPC,Muko-Muko,Sungai Penuh,ID,Asia/Jakarta,MPC
MPD,Mirpur Khas,Mirpur Khas,PK,Asia/Karachi,MPD
MPE,Griswold,Madison,US,America/New_York,MPE
MPF,Mapoda,,PG,Pacific/Port_Moresby,MPF
MPG,Makini,,PG,Pacific/Port_Moresby,MPG
MPH,Boracay Airport,Caticlan,PH,Asia/Manila,MPH
MPI,Mamitupo,Maria Chiquita,PA,America/Panama,MPI
MPJ,Petit Jean Park,Morrilton,US,America/Chicago,MPJ
MPK,Mokpo,Moppo,KR,Asia/Seoul,MPK
MPL,Montpellier Mediterranee Airport,Perols,FR,Europe/Paris,MPL
MPM,Maputo International Airport,,MZ,Africa/Maputo,MPM
MPN,Mount Pleasant,,FK,Atlantic/Stanley,MPN
MPO,Mt Pocono,Mount Pocono,US,America/New_York,MPO
MPP,Mulatupo,,PA,America/Panama,MPP
MPQ,Maan,Ma'an,JO,Asia/Amman,MPQ
MPR,Mcpherson,McPherson,US,America/Chicago,MPR
MPS,Mount Pleasant,Mount Pleasant,US,America/Chicago,MPS
MPT,Maliana,Akubala,TL,Asia/Dili,MPT
MPU,Mapua,,PG,Pacific/Port_Moresby,MPU
MPV,Edward F Knapp State,Montpelier,US,America/New_York,MPV
MPW,Mariupol,Mariupol,UA,Europe/Kiev,MPW
MPX,Miyanmin,,PG,Pacific/Port_Moresby,MPX
MPY,Maripasoula,,GF,America/Cayenne,MPY
MPZ,Municipal,Mount Pleasant,US,America/Chicago,MPZ
MQA,Mandora,Broome,AU,Australia/Perth,MQA
MQB,Municipal,Macomb,US,America/Chicago,MQB
MQC,Miquelon Airport,Miquelon,PM,America/Miquelon,MQC
MQD,Maquinchao,Maquinchao,AR,America/Argentina/Salta,MQD
MQE,Marqua,,AU,Australia/Darwin,MQE
MQF,Magnitogorsk Airport,Magnitogorsk,RU,Asia/Yekaterinburg,MQF
MQG,Midgard,Okahandja,NA,Africa/Windhoek,MQG
MQH,Municipal,Cavalcante,BR,America/Sao_Paulo,MQH
MQI,Quincy,Quincy,US,America/New_York,MQI
MQJ,Moma,,RU,Asia/Srednekolymsk,MQJ
MQK,San Matias,San Matias,BO,America/La_Paz,MQK
MQL,Mildura Airport,Mildura,AU,Australia/Melbourne,MQL
MQM,Mardin Airport,Kiziltepe,TR,Europe/Istanbul,MQM
MQN,Mo i Rana Airport,Mo i Rana,NO,Europe/Oslo,MQN
MQO,Malam,,PG,Pacific/Port_Moresby,MQO
MQP,Kruger Mpumalanga International Airport,White River,ZA,Africa/Johannesburg,NLP
MQQ,Moundou,Moundou,TD,Africa/Ndjamena,MQQ
MQR,Mosquera,Mosquera,CO,America/Bogota,MQR
MQS,Mustique,Port Elizabeth,VC,America/St_Vincent,MQS
MQT,Sawyer International Airport,K. I. Sawyer Air Force Base,US,America/Detroit,MQT
MQU,Mariquita,Mariquita,CO,America/Bogota,MQU
MQV,Mostaganem,Mostaganem,DZ,Africa/Algiers,MQV
MQW,Telfair-Wheeler,Helena,US,America/New_York,MQW
MQX,Makale Airport,Mekele,ET,Africa/Addis_Ababa,MQX
MQY,Smyrna,Smyrna,US,America/Chicago,MQY
